SKU;Item Name;Brand;availability;SOH;Invoice Price ex GST;RRP Inc GST;Barcode;Shipping_Weight (Kg);Shipping_Length (Cm);Shipping_Width (Cm);Shipping_Height (Cm);Image_Link
CATAPDPROFLTBLU;Catalyst Slim Case for AirPods Pro (Blue);Catalyst;in stock;7;20,86;39,99;8,41E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1583725296/uploads/624cebf8/products/1707/images/CATAPDPROFLTBLU_01_1583725036_1583725295.jpg
CATAPDPROFLTPNK;Catalyst Slim Case for AirPods Pro (Pink);Catalyst;in stock;12;20,86;39,99;8,41E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1583725338/uploads/624cebf8/products/1708/images/CATAPDPROFLTPNK_01_1583379105_1583725337.jpg
CATAPDPROFLTYEL;Catalyst Slim Case for AirPods Pro (Yellow);Catalyst;in stock;17;20,86;39,99;8,41E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1583725378/uploads/624cebf8/products/1709/images/CATAPDPROFLTYEL_01_1583379178_1583725377.jpg
CATAPDPROFLTLIL;Catalyst Slim Case for AirPods Pro (Purple);Catalyst;in stock;22;20,86;39,99;8,41E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1583725358/uploads/624cebf8/products/1710/images/CATAPDPROFLTLIL_01_1583379145_1583725357.jpg
CATAPDLANBLK;Catalyst Lanyard Case for AirPods (Gen 1/2);Catalyst;in stock;23;23,47;44,99;8,41E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1585524516/uploads/624cebf8/products/1753/images/CATAPDLANBLK_01_1585524180_1585524515.jpg
CATAPDLOOPBLK;Catalyst Minimalist Case for AirPods (Gen 1/2);Catalyst;in stock;22;20,86;39,99;8,41E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1585529549/uploads/624cebf8/products/1754/images/CATAPDLOOPBLK_01_1585528332_1585529549.jpg
CATIPDMI4BLK;Catalyst Waterproof Case for iPad Mini 4 (Stealth Black);Catalyst;out of stock;0;85,21;139,99;8,41E+11;0;5,4;8,26;13,65;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/125/images/open-uri20180827-5255-1h8xrg2.jpg
CATIPDAIR3BLK;"Catalyst Waterproof Case for iPad Air 10.5"" (2019) (Black)";Catalyst;in stock;12;109,56;179,99;8,41E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1569483229/uploads/624cebf8/products/1495/images/CATIPDAIR3BLK_2_1569483183.jpg
CATIPD5THBLK;"Catalyst Waterproof Case for 9.7"" iPad (2017/18) (Black)";Catalyst;out of stock;0;109,56;179,99;8,41E+11;0;5,4;8,26;13,65;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/124/images/open-uri20180827-5255-1t21foj.jpg
CAT38SBGRN;Catalyst Sports Band for 38mm Apple Watch;Catalyst;out of stock;0;28,12;69,99;8,41E+11;0;5,4;8,26;13,65;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/890/images/22mm_Sport_Band_001_ArmyGreen_1500x1500_4195146c-4f27-471a-86b4-8551beb398ca_1024x1024.jpg
CAT38WAT2WHT;Catalyst Waterproof Case Apple Watch Series 2, 38mm (White);Catalyst;out of stock;0;46,95;89,99;8,41E+11;0;2,6;8;19,5;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/950/images/CAT38WAT2WHT_1.jpg
CAT44DROP5NAV;CATALYST Impact Case for Apple Watch 6/SE/5/4, 44mm (Navy);Catalyst;out of stock;0;41,73;79,99;8,41E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1611525659/uploads/624cebf8/products/3315/images/vtobvwwp5ok7c1v009xn_1611525658.jpg
CATIPDPRO12BLK3;"Catalyst Waterproof Case for iPad Pro 12.9"" (2018/Gen 3)";Catalyst;in stock;7;146,08;239,99;8,41E+11;0;5,4;8,26;13,65;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/1217/images/CATIPDPRO12BLK3_01.jpg
CATIPHOXBLKL;Catalyst Waterproof Case for iPhone XS Max (Black);Catalyst;in stock;3;73,04;139,99;8,41E+11;0;5,4;8,26;13,65;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/1034/images/CATIPHOXBLKL_01.jpg
CATIPHOXBLKS;Catalyst Waterproof Case for iPhone XS (Black);Catalyst;in stock;1;85,21;139,99;8,41E+11;0;5,4;8,26;13,65;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/1032/images/CATIPHOXBLKS_03.jpg
CATIPHOXBLK;Catalyst Waterproof Case for iPhone X ONLY (Black);Catalyst;out of stock;0;60,26;149,99;8,41E+11;0;5,4;8,26;13,65;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/137/images/open-uri20180827-5255-1yy94jb.jpg
CATDRPD6THBLK;"Catalyst Impact Case 9.7"" iPad (5th/6th Gen) (Black)";Catalyst;in stock;1;40,17;99,99;8,41E+11;0;5,4;8,26;13,65;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/957/images/CATDRPD6THBLK_1.jpg
CATIPDPRO11BLK;"Catalyst Waterproof Case for iPad Pro 11"" (2018/Gen 1)";Catalyst;in stock;7;93,73;199,99;8,41E+11;0;5,4;8,26;13,65;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/1218/images/CATIPDPRO11BLK_1.jpg
CATIPDMI5BLK;Catalyst Waterproof Case for iPad Mini 5 (Black);Catalyst;out of stock;0;91,3;149,99;8,41E+11;0;17,85;2,6;24,8;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1569547731/uploads/624cebf8/products/1454/images/CATIPDMI5BLK_1_1569547686.jpg
CATDRPGS10+CLR;Catalyst Impact Protection Case for Samsung Galaxy S10+ (Clear);Catalyst;out of stock;0;36,52;69,99;8,41E+11;0;5,4;8,26;13,65;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/1198/images/CATDRPGS10_CLR_1.jpg
CATAPDGRY;Catalyst Waterproof case for AirPods (Grey);Catalyst;out of stock;0;23,47;44,99;8,41E+11;0;5,4;8,26;13,65;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/1390/images/__57.jpg
CATAPDWHT;Catalyst Waterproof case for AirPods (White);Catalyst;in stock;37;23,47;44,99;8,41E+11;0;5,4;8,26;13,65;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/1391/images/714j0hdx0cl._sl1500_.jpg
CATDRPH11BLKM;Catalyst Impact Protection Case for iPhone 11 (Black);Catalyst;in stock;3;36,52;69,99;8,41E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1569385834/uploads/624cebf8/products/1487/images/CATDRPH11BLKM_01_1569385790.jpg
CATDRPH11TBFCM;Catalyst Impact Protection Case for iPhone 11 (Blue);Catalyst;in stock;3;36,52;69,99;8,41E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1569386109/uploads/624cebf8/products/1488/images/CATDRPH11TBFCM_01_1569386064.jpg
CATDRPH11REDCM;Catalyst Impact Protection Case for iPhone 11 (Black/Red);Catalyst;in stock;7;36,52;69,99;8,41E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1569386323/uploads/624cebf8/products/1489/images/CATDRPH11REDCM_01_1569386279.jpg
CATDRPH11CLRM;Catalyst Impact Protection Case for iPhone 11 (Clear);Catalyst;in stock;5;36,52;69,99;8,41E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1569386443/uploads/624cebf8/products/1490/images/CATDRPH11CLRM_01_1569386399.jpg
CATIPHO11BLKM;Catalyst Waterproof Case for iPhone 11;Catalyst;out of stock;0;85,21;139,99;8,41E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1574652685/uploads/624cebf8/products/1586/images/CATIPHO11BLKM_01_1573007505_1574652621.jpg
CATDRPH11REDS;Catalyst Impact Protection Case for iPhone 11 Pro (Black/Red);Catalyst;in stock;10;36,52;69,99;8,41E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1569809521/uploads/624cebf8/products/1498/images/CATDRPH11REDS_01_1569809476.jpg
CATDRPH11CLRS;Catalyst Impact Protection Case for iPhone 11 Pro (Clear);Catalyst;in stock;11;36,52;69,99;8,41E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1569809831/uploads/624cebf8/products/1500/images/CATDRPH11CLRS_01_1569809785.jpg
CATIPHO11BLKS;Catalyst Waterproof Case for iPhone 11 Pro;Catalyst;in stock;22;85,21;139,99;8,41E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1574653106/uploads/624cebf8/products/1587/images/CATIPHO11BLKS_01_1573007625_1574653042.jpg
CATDRPH11BLKL;Catalyst Impact Protection Case for iPhone 11 Pro Max (Black);Catalyst;in stock;19;41,73;79,99;8,41E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1569810856/uploads/624cebf8/products/1501/images/CATDRPH11BLKL_01_1569810811.jpg
CATDRPH11CLRL;Catalyst Impact Protection Case for iPhone 11 Pro Max (Clear);Catalyst;in stock;15;41,73;79,99;8,41E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1569810950/uploads/624cebf8/products/1502/images/CATDRPH11CLRL_01_1569810903.jpg
CATDRPH11REDCL;Catalyst Impact Protection Case for iPhone 11 Pro Max (Black/Red);Catalyst;in stock;16;41,73;79,99;8,41E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1569811215/uploads/624cebf8/products/1503/images/CATDRPH11REDCL_01_1569811170.jpg
CATIPHO11BLKL;Catalyst Waterproof Case for iPhone 11 Pro Max;Catalyst;in stock;18;85,21;139,99;8,41E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1574653586/uploads/624cebf8/products/1588/images/CATIPHO11BLKL_01_1573007693_1574653522.jpg
CATIPD7THBLK;"Catalyst Waterproof Case for iPad 10.2"" (2019/7th Gen)";Catalyst;in stock;7;146,08;239,99;8,41E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1591250025/uploads/624cebf8/products/1752/images/CATIPD7THBLK_01_1585274720_1591250024.jpg
CATVIBE12BLKS;Catalyst Vibe Impact Case for iPhone 12 Mini (Black);Catalyst;in stock;3;36,52;69,99;8,41E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1605585821/uploads/624cebf8/products/2942/images/CATVIBE12BLKS_2_1605488436_1605585820.jpg
CATVIBE12GRNS;Catalyst Vibe Impact Case for iPhone 12 Mini (Green);Catalyst;in stock;3;36,52;69,99;8,41E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1605585843/uploads/624cebf8/products/2943/images/CATVIBE12GRNS_0_1605247009_1605585842.jpg
CATDRPH12BLKS;Catalyst Influence Impact Case for iPhone 12 Mini  (Black);Catalyst;in stock;1;36,52;69,99;8,41E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1605586181/uploads/624cebf8/products/2944/images/CATDRPH12BLKS_2_1603856204_1605586180.jpg
CATDRPH12CLRS;Catalyst Influence Impact Case for iPhone 12 Mini  (Clear);Catalyst;in stock;2;36,52;69,99;8,41E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1605586201/uploads/624cebf8/products/2945/images/CATDRPH12CLRS_2_1603856249_1605586200.jpg
CATVIBE12BLKM;Catalyst Vibe Impact Case for iPhone 12 / 12 Pro (Black);Catalyst;in stock;2;36,52;69,99;8,41E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1605585866/uploads/624cebf8/products/2940/images/CATVIBE12BLKM_2_1605247198_1605585865.jpg
CATVIBE12GRNM;Catalyst Vibe Impact Case for iPhone 12 / 12 Pro (Green);Catalyst;in stock;3;36,52;69,99;8,41E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1605585887/uploads/624cebf8/products/2941/images/CATVIBE12GRNM_1_1605247241_1605585886.jpg
CATDRPH12CLRM;Catalyst Influence Impact Case for iPhone 12 / 12 Pro  (Clear);Catalyst;in stock;1;36,52;69,99;8,41E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1605586245/uploads/624cebf8/products/2946/images/CATDRPH12CLRM_2_1603856441_1605586244.jpg
CATDRPH12BLKM;Catalyst Influence Impact Case for iPhone 12 / 12 Pro  (Black);Catalyst;out of stock;0;36,52;69,99;8,41E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1605586225/uploads/624cebf8/products/2947/images/CATDRPH12BLKM_2_1603856378_1605586224.jpg
CATVIBE12BLKL;Catalyst Vibe Impact Case for iPhone 12 Pro Max (Black);Catalyst;in stock;2;36,52;69,99;8,41E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1605585916/uploads/624cebf8/products/2938/images/CATVIBE12BLKL_2_1605487825_1605585912.jpg
CATVIBE12GRNL;Catalyst Vibe Impact Case for iPhone 12 Pro Max (Green);Catalyst;in stock;3;36,52;69,99;8,41E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1605585938/uploads/624cebf8/products/2939/images/CATVIBE12GRNL_1_1605489154_1605585937.jpg
CATDRPH12BLKL;Catalyst Influence Impact Case for iPhone 12 Pro Max (Black);Catalyst;out of stock;0;36,52;69,99;8,41E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1605586271/uploads/624cebf8/products/2948/images/CATDRPH12BLKL_2_1603856617_1605586270.jpg
CATDRPH12CLRL;Catalyst Influence Impact Case for iPhone 12 Pro Max (Clear);Catalyst;out of stock;0;36,52;69,99;8,41E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1605586290/uploads/624cebf8/products/2949/images/CATDRPH12CLRL_2_1603856651_1605586289.jpg
DT-HEADPHONE-B1-BLK;Gumdrop DropTech B1 Headphone;Gumdrop;out of stock;0;15,65;29,99;8,18E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1579647508/uploads/624cebf8/products/1423/images/1_B1_Headphone_Aux_Hero_2000x2000_1579647406_1579647507.jpg
DT-HEADSET-B1-BLK;Gumdrop DropTech B1 Headset;Gumdrop;in stock;241;19,3;36,99;8,18E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1579647690/uploads/624cebf8/products/1424/images/1_B1_Headset_Aux_Hero_2000x2000_1579647570_1579647689.jpg
01H004;Gumdrop DropTech B2 USB Headsets;Gumdrop;in stock;161;26,08;49,99;8,18E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1575404152/uploads/624cebf8/products/1585/images/01H004_01_1573614217_1575404085.jpg
01M000;Gumdrop DropTech Case - Microsoft Surface Pro 7/6/5/4;Gumdrop;in stock;31;52,17;99,99;8,18E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1579659095/uploads/624cebf8/products/1230/images/DT_SP6_Front_HeroShot_2000x2000_1579659032_1579659094.jpg
FT-MSSURGO-BLK;Gumdrop FoamTech - Microsoft Surface Go / Surface Go 2;Gumdrop;in stock;6;36,52;69,99;8,12E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/1245/images/open-uri20190721-25671-o9pizy.jpg
DTC-IPAD97-BLK_SMK;"Gumdrop DropTech Case - Apple iPad 9.7""";Gumdrop;in stock;3;41,73;79,99;8,18E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1579658848/uploads/624cebf8/products/1215/images/dtc-ipadpro9-blk_sm012_2000x2000_1579658750_1579658847.jpg
FT-IPADPRO9-BLK_WW;"Gumdrop FoamTech - Apple iPad 9.7"" (6th Gen)";Gumdrop;in stock;36;36,52;69,99;8,18E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/1244/images/Modified_FoamTech_Back.24_1024x1024.jpg
GS-IPAD97-BLK_BLK;"Gumdrop Hideaway - Apple iPad 9.7"" (5th & 6th Gen)";Gumdrop;in stock;50;52,17;99,99;8,18E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1611886708/uploads/624cebf8/products/1247/images/Hideaway_iPad_9.7_Case_5th_6th_Gen_-_Black_4_540x_1579028358_1611886708.png
DT-APRIPAD6G-BLK;"Gumdrop DropTech - Apple iPad 9.7"" 6th Gen";Gumdrop;out of stock;0;52,17;99,99;8,18E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/1233/images/open-uri20190721-25671-ldwdhp.jpg
DT-LN23-BLK-SM;Gumdrop DropTech for Lenovo N23 (Chromebook);Gumdrop;in stock;32;42,18;89,99;8,18E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1610915800/uploads/624cebf8/products/3185/images/DT-LN23-BLK-SM_01_1587430676_1610915799.jpg
BT-A732CCS-BLK;Gumdrop BumpTech - Acer Chromebook C732/733;Gumdrop;in stock;11;36,52;69,99;8,18E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1601508441/uploads/624cebf8/products/1253/images/open-uri20190721-25671-jbpkza_1601508441.jpg
BT-L100ECS-BLK;Gumdrop BumpTech - Lenovo 100e Chromebook;Gumdrop;out of stock;0;36,52;69,99;8,18E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/1262/images/open-uri20190721-25671-15uf3kn.jpg
01L005;Gumdrop DropTech - Lenovo 100e Gen2 Chromebook;Gumdrop;out of stock;0;46,86;99,99;8,18E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/1270/images/open-uri20190721-25671-1p8drsg.jpg
DT-A731C-BLK;Gumdrop DropTech - Acer Chromebook C731;Gumdrop;in stock;78;46,95;89,99;8,18E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1598477605/uploads/624cebf8/products/1252/images/open-uri20190721-25671-sw5l0t_1598477604.jpg
DT-A751EF-BLK;Gumdrop DropTech - Acer Chromebook Spin 11;Gumdrop;in stock;2;46,86;99,99;8,18E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1569962281/uploads/624cebf8/products/1255/images/DT-A751EF-BLK01_1569962233.jpg
DT-HP360EB1030G3-BLK;Gumdrop DropTech - HP EliteBook x360 1030 G3 / G4;Gumdrop;in stock;2;46,95;89,99;8,18E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1579832368/uploads/624cebf8/products/1257/images/New_Project_5_f3753a05-672a-4da1-9507-19868ab8f115_2000x2000_1579739876_1579832367.jpg
DT-HPCB11360-BLK;Gumdrop DropTech - HP Chromebook x360 11 G1 EE;Gumdrop;in stock;17;52,17;99,99;8,18E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/1261/images/open-uri20190721-25671-1qanm15.jpg
DT-HPPB11G2-BLK;Gumdrop DropTech - HP ProBook x360 11 G2 EE;Gumdrop;in stock;4;52,17;99,99;8,18E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1/uploads/624cebf8/products/1259/images/open-uri20190721-25671-n2pdav.jpg
DT-HP360PBEE11G3-BLK;Gumdrop DropTech - HP ProBook X360 11 G3 EE;Gumdrop;in stock;2;52,17;99,99;8,18E+11;0;0;0;0;https://res.cloudinary.com/dbrtm8pf6/image/upload/v1579739988/uploads/624cebf8/products/1260/images/HP_BALOS_RENDERS.950_88fefc11-d68f-4196-a9c1-aefe54faffca_2000x2000_1579739481_1579739987.jpg
